Frequenza_Hz;Amp_Ideale_dB;Amp_Distorta_dB;Fase_Ideale_deg;Fase_Distorta_deg;Errore_Amp_dB;Errore_Fase_deg
766.341087;-39.966970;-38.953273;89.424850;89.418893;1.013697;-0.005957
811.984499;-39.462035;-38.660699;89.390422;89.384111;0.801336;-0.006312
860.346442;-38.956802;-38.049040;89.353912;89.347224;0.907762;-0.006687
911.588830;-38.451234;-37.470175;89.315188;89.308102;0.981059;-0.007086
965.883224;-37.945291;-37.116680;89.274112;89.266604;0.828611;-0.007508
1023.411402;-37.438925;-36.498954;89.230534;89.222579;0.939971;-0.007955
1084.365969;-36.932084;-36.154696;89.184295;89.175866;0.777388;-0.008429
1148.951000;-36.424710;-35.608079;89.135224;89.126293;0.816631;-0.008931
1217.382728;-35.916737;-35.105875;89.083137;89.073675;0.810862;-0.009463
1289.890261;-35.408090;-34.697135;89.027837;89.017811;0.710954;-0.010026
1366.716356;-34.898685;-34.002688;88.969111;88.958488;0.895997;-0.010623
1448.118228;-34.388429;-33.603240;88.906730;88.895474;0.785188;-0.011256
1534.368409;-33.877215;-33.052038;88.840444;88.828518;0.825176;-0.011927
1625.755666;-33.364923;-32.507624;88.769987;88.757350;0.857299;-0.012637
1722.585965;-32.851420;-32.011313;88.695064;88.681674;0.840107;-0.013390
1825.183494;-32.336552;-31.493428;88.615359;88.601172;0.843124;-0.014187
1933.891750;-31.820149;-31.052678;88.530523;88.515491;0.767471;-0.015032
2049.074690;-31.302017;-30.572401;88.440177;88.424249;0.729616;-0.015927
2171.117946;-30.781937;-30.042214;88.343901;88.327025;0.739723;-0.016876
2300.430120;-30.259661;-29.641175;88.241235;88.223354;0.618485;-0.017881
2437.444150;-29.734909;-29.112337;88.131668;88.112722;0.622572;-0.018946
2582.618761;-29.207365;-28.590386;88.014631;87.994556;0.616979;-0.020075
2736.439997;-28.676669;-28.056175;87.889490;87.868220;0.620494;-0.021270
2899.422854;-28.142410;-27.466391;87.755533;87.732996;0.676019;-0.022537
3072.112999;-27.604126;-27.012950;87.611957;87.588078;0.591176;-0.023879
3255.088600;-27.061286;-26.464466;87.457852;87.432550;0.596820;-0.025302
3448.962260;-26.513285;-25.865335;87.292178;87.265370;0.647950;-0.026809
3654.383071;-25.959433;-25.403857;87.113745;87.085340;0.555577;-0.028405
3872.038782;-25.398938;-24.823955;86.921177;86.891080;0.574983;-0.030097
4102.658106;-24.830890;-24.340672;86.712874;86.680984;0.490218;-0.031890
4347.013158;-24.254239;-23.761452;86.486962;86.453173;0.492787;-0.033789
4605.922041;-23.667774;-23.222234;86.241232;86.205430;0.445540;-0.035802
4880.251584;-23.070085;-22.629232;85.973052;85.935118;0.440853;-0.037934
5170.920243;-22.459534;-22.010469;85.679265;85.639071;0.449065;-0.040193
5478.901180;-21.834199;-21.477402;85.356042;85.313455;0.356797;-0.042587
5805.225516;-21.191820;-20.805220;84.998696;84.953572;0.386600;-0.045124
6150.985789;-20.529719;-20.173020;84.601421;84.553609;0.356699;-0.047811
6517.339605;-19.844704;-19.530101;84.156938;84.106279;0.314602;-0.050659
6905.513520;-19.132937;-18.857917;83.655995;83.602319;0.275020;-0.053676
7316.807143;-18.389769;-18.109889;83.086651;83.029777;0.279880;-0.056873
7752.597489;-17.609504;-17.362725;82.433229;82.372968;0.246780;-0.060261
8214.343585;-16.785091;-16.549147;81.674748;81.610899;0.235944;-0.063850
8703.591361;-15.907685;-15.696814;80.782496;80.714843;0.210871;-0.067653
9221.978823;-14.966034;-14.757524;79.716161;79.644479;0.208510;-0.071682
9771.241535;-13.945597;-13.778834;78.417434;78.341482;0.166764;-0.075951
10353.218433;-12.827264;-12.686663;76.798944;76.718469;0.140601;-0.080475
10969.857979;-11.585505;-11.451900;74.724172;74.638904;0.133606;-0.085268
11623.224687;-10.185823;-10.068997;71.968829;71.878482;0.116826;-0.090347
12315.506033;-8.581865;-8.474353;68.141739;68.046011;0.107512;-0.095728
13049.019780;-6.715502;-6.626302;62.512407;62.410978;0.089200;-0.101429
13826.221738;-4.537917;-4.464405;53.625009;53.517538;0.073513;-0.107471
14649.713983;-2.138957;-2.074523;38.581519;38.467647;0.064434;-0.113872
15522.253574;-0.244372;-0.197173;13.527516;13.406862;0.047199;-0.120654
16446.761780;-0.412816;-0.373758;-17.525208;-17.653048;0.039058;-0.127840
17426.333860;-2.461277;-2.431582;-41.127758;-41.263212;0.029695;-0.135454
18464.249429;-4.850243;-4.826395;-55.101740;-55.245262;0.023848;-0.143522
19563.983435;-6.985213;-6.972546;-63.420145;-63.572215;0.012667;-0.152070
20729.217796;-8.812550;-8.794440;-68.742880;-68.904008;0.018110;-0.161127
21963.853724;-10.385719;-10.377150;-72.392654;-72.563378;0.008569;-0.170724
23272.024790;-11.761643;-11.767220;-75.038071;-75.218963;-0.005576;-0.180892
24658.110758;-12.984938;-12.990663;-77.040594;-77.232260;-0.005725;-0.191666
26126.752256;-14.088717;-14.083256;-78.609275;-78.812357;0.005462;-0.203082
27682.866304;-15.097509;-15.086742;-79.872294;-80.087471;0.010767;-0.215178
29331.662784;-16.029713;-16.003056;-80.912185;-81.140179;0.026657;-0.227994
31078.661878;-16.899363;-16.856780;-81.784315;-82.025888;0.042583;-0.241573
32929.712551;-17.717339;-17.712582;-82.527126;-82.783087;0.004757;-0.255961
34891.012134;-18.492213;-18.512822;-83.168099;-83.439305;-0.020609;-0.271206
36969.127072;-19.230832;-19.276046;-83.727381;-84.014740;-0.045215;-0.287359
39171.014908;-19.938732;-19.935771;-84.220066;-84.524541;0.002961;-0.304475
41504.047579;-20.620443;-20.642246;-84.657679;-84.980288;-0.021804;-0.322609
43976.036093;-21.279705;-21.292932;-85.049171;-85.390994;-0.013227;-0.341824
46595.256687;-21.919635;-21.938915;-85.401595;-85.763778;-0.019281;-0.362183
49370.478528;-22.542848;-22.549521;-85.720588;-86.104343;-0.006673;-0.383755
52310.993081;-23.151556;-23.120793;-86.010708;-86.417319;0.030763;-0.406611
55426.645207;-23.747638;-23.744720;-86.275683;-86.706512;0.002918;-0.430829
58727.866132;-24.332700;-24.340586;-86.518592;-86.975081;-0.007886;-0.456489
62225.708367;-24.908121;-24.949883;-86.742003;-87.225681;-0.041761;-0.483678
65931.882713;-25.475091;-25.545656;-86.948078;-87.460563;-0.070565;-0.512486
69858.797468;-26.034638;-26.057689;-87.138648;-87.681658;-0.023051;-0.543009
74019.599969;-26.587655;-26.591912;-87.315281;-87.890632;-0.004256;-0.575351
78428.220613;-27.134920;-27.049713;-87.479326;-88.088945;0.085207;-0.609619
83099.419494;-27.677111;-27.671837;-87.631951;-88.277879;0.005274;-0.645928
88048.835816;-28.214822;-28.161524;-87.774176;-88.458576;0.053299;-0.684400
93293.040263;-28.748574;-28.779715;-87.906897;-88.632060;-0.031141;-0.725163
98849.590466;-29.278822;-29.355365;-88.030903;-88.799257;-0.076543;-0.768354
104737.089796;-29.805968;-29.872278;-88.146895;-88.961012;-0.066310;-0.814117
110975.249641;-30.330367;-30.383439;-88.255498;-89.118104;-0.053072;-0.862606
117584.955405;-30.852331;-30.693676;-88.357272;-89.271255;0.158655;-0.913983
124588.336430;-31.372134;-31.439503;-88.452721;-89.421141;-0.067369;-0.968420
132008.840083;-31.890021;-31.819727;-88.542299;-89.568398;0.070294;-1.026099
139871.310265;-32.406206;-32.489335;-88.626420;-89.713634;-0.083130;-1.087214
148202.070580;-32.920879;-32.832678;-88.705460;-89.857428;0.088202;-1.151968
157029.012473;-33.434210;-33.395883;-88.779761;-90.000341;0.038328;-1.220580
166381.688608;-33.946349;-33.964104;-88.849638;-90.142916;-0.017755;-1.293278
176291.411810;-34.457427;-34.462857;-88.915381;-90.285687;-0.005430;-1.370306
186791.359902;-34.967562;-35.048308;-88.977254;-90.429176;-0.080745;-1.451921
197916.686785;-35.476859;-35.420175;-89.035505;-90.573902;0.056684;-1.538398
209704.640132;-35.985411;-36.048513;-89.090358;-90.720383;-0.063102;-1.630025
222194.686094;-36.493299;-36.673497;-89.142026;-90.869136;-0.180198;-1.727110
235428.641432;-37.000597;-37.199913;-89.190704;-91.020681;-0.199316;-1.829977
249450.813523;-37.507370;-37.479836;-89.236574;-91.175544;0.027535;-1.938970
264308.148697;-38.013676;-37.745579;-89.279805;-91.334260;0.268097;-2.054456
280050.389418;-38.519566;-38.490816;-89.320555;-91.497374;0.028751;-2.176819
296730.240819;-39.025086;-39.048622;-89.358971;-91.665443;-0.023536;-2.306471
314403.547159;-39.530277;-39.472130;-89.395193;-91.839038;0.058147;-2.443845
333129.478793;-40.035174;-39.755422;-89.429348;-92.018749;0.279752;-2.589401
352970.730273;-40.539811;-40.489686;-89.461559;-92.205184;0.050125;-2.743626
373993.730248;-41.044214;-41.145846;-89.491937;-92.398973;-0.101632;-2.907036
396268.863870;-41.548411;-41.266332;-89.520590;-92.600770;0.282079;-3.080180
419870.708444;-42.052424;-41.935679;-89.547617;-92.811253;0.116745;-3.263636
444878.283113;-42.556272;-42.120184;-89.573113;-93.031131;0.436088;-3.458018
471375.313412;-43.059974;-43.003936;-89.597165;-93.261143;0.056039;-3.663978
499450.511586;-43.563547;-43.974229;-89.619856;-93.502061;-0.410682;-3.882205
529197.873596;-44.067003;-44.555351;-89.641264;-93.754694;-0.488348;-4.113430
560716.993821;-44.570356;-43.984217;-89.661462;-94.019888;0.586138;-4.358426
594113.398497;-45.073617;-44.427381;-89.680520;-94.298534;0.646236;-4.618014
629498.899022;-45.576796;-45.651577;-89.698502;-94.591565;-0.074781;-4.893064
666991.966303;-46.079903;-46.249493;-89.715469;-94.899964;-0.169590;-5.184495
706718.127393;-46.582944;-45.931267;-89.731480;-95.224763;0.651677;-5.493283
748810.385759;-47.085928;-47.647644;-89.746588;-95.567051;-0.561716;-5.820464
793409.666580;-47.588860;-48.067725;-89.760844;-95.927975;-0.478864;-6.167130
840665.288562;-48.091747;-47.744610;-89.774297;-96.308742;0.347136;-6.534444
890735.463861;-48.594592;-48.828697;-89.786993;-96.710629;-0.234105;-6.923636
943787.827778;-49.097401;-49.101097;-89.798973;-97.134980;-0.003696;-7.336007
1000000.000000;-49.600178;-49.708600;-89.810279;-97.583218;-0.108422;-7.772939
